target,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,26.00911811,0,623.7070504,14.40319342,2.784361599,3.088079554,99.17410526,3.048222479,1.850271642,1.273875042,6094.245792,25266.24399,-0.49388535,19.01197858,3.154266327,3.056052962,0.910363974,5.961318337,3.834131129,3.357558936,7.975117928,2.474775414,3.606515827,4.033364682
0,25.38397272,0,818.1178633,9.07207996,2.25601537,3.289931233,67.05664152,1.968537602,1.251004156,1.27243711,-275.7046854,-6013.863411,-0.919820002,11.48245688,2.868269372,4.205862814,0.766674098,-2.220374479,2.138061648,3.557663836,-0.664907837,-1.40257445,2.252673057,0.513211828
0,50.4723871,0,1399.705363,23.97175326,3.041648049,0.172055086,81.04260978,3.365952515,3.145977822,-0.429060952,4413.045925,6953.05243,9.302105957,10.19772672,2.870330626,2.052702458,-0.629591957,29.84021018,4.644112732,2.452744062,24.39477228,20.71941017,11.50123707,8.307727592
0,27.81771021,0,1212.293609,-2.045107641,2.040880375,1.228647409,17.0592575,1.456202373,0.654442452,2.007377082,9761.858724,20897.86205,1.630115898,21.2476992,3.103204363,0.838232778,-0.743330806,0.648839547,2.857863336,2.547933317,-3.655976694,-2.70212892,4.513004095,3.092098538
0,35.08485335,0,726.0977969,-3.188792058,0.142352156,4.443711906,96.52349657,2.485017718,5.070550781,4.604213664,10796.97553,5507.987889,1.359205419,17.0960702,3.139267984,1.576010055,1.114481436,26.03922042,2.969944747,2.583808097,19.23421779,4.828810522,15.27902898,5.689844205
0,44.88152981,0,107.3100129,4.666502744,4.871863638,3.577999298,87.37158632,2.916554013,0.490898737,1.740445966,6516.88559,10465.04345,4.217507462,13.68785868,2.921132397,5.005470703,1.853786637,6.983316732,2.082569259,0.89155184,0.78846488,-1.946175356,-0.810546399,-6.607814138
0,19.79465006,0,1768.467329,18.17920446,2.784346118,4.036373146,90.25660037,1.712939807,0.743330016,0.486589179,8615.4443,18969.65702,2.795602917,11.81308276,2.915857035,1.634512327,0.961441244,20.87338035,4.253790637,3.706245682,6.93660542,4.27861666,0.285966711,10.87322613
0,46.92705682,0,1546.465245,28.96030452,3.524880926,0.375852351,22.12639734,0.817646127,3.956495071,1.471287341,1951.949993,14633.50232,8.303478753,18.06336408,3.299901441,2.543698719,0.931363957,2.684263582,2.122729746,3.03401058,-8.620863927,2.827833009,1.836718191,0.602924678
0,25.0871725,0,938.2658192,-3.61034655,2.841164492,3.279544182,52.55902589,3.85292299,2.984678021,-1.276421471,14525.48656,9320.136167,0.754814707,16.11478651,2.868927774,3.450289167,-0.856706187,7.213790611,1.204833716,4.114081622,4.523220654,4.112768299,-1.153803396,8.471511821
0,24.54331324,0,831.4316754,28.32316791,-2.050644372,3.957789032,31.81480307,2.801420736,1.332091399,4.905673874,4140.290477,1874.030912,0.226814504,13.37839007,2.864577979,1.896776496,-0.410971815,20.06676513,2.10547089,3.810304172,3.757351345,7.238748951,3.012334248,11.9829114
0,27.21637345,0,1170.869353,15.75061122,-0.265017483,3.185409274,54.61032422,3.597140392,1.215046999,3.889049905,3803.105702,24276.32487,-0.751561208,26.136642,3.983010992,3.777523078,0.213315701,20.14336453,1.655180907,1.313208376,4.464295154,4.389791111,0.849223551,7.877207483
0,39.13682549,0,1788.554212,22.79637292,4.246470272,3.017532284,28.44861444,3.970255606,2.687070519,2.225878054,6143.68887,9888.128784,-2.05785858,13.20064871,3.163803895,1.353557042,0.486409988,21.27947754,3.198477946,3.222438045,21.36046348,12.76254192,6.319878384,10.12055906
0,32.3350758,0,878.3089938,-0.252782771,0.411515965,1.818063722,35.25585613,2.973770776,1.137469212,4.281871632,6578.382185,17645.42232,-3.557842395,18.93427055,2.749174725,2.658867099,-0.628570606,6.269066962,1.566796916,2.188201686,6.830965039,6.733016766,-0.155152301,2.209362345
0,34.76179654,0,926.2333646,11.61900338,3.223303415,3.578544049,38.22559503,2.229145565,3.829042229,3.258204031,11589.84752,13575.44108,-0.46251251,26.05982903,4.04452467,0.50820528,1.762204138,14.82785612,3.256869118,1.907547934,9.617431271,9.126263737,3.306638848,11.49890112
0,10.16701544,0,968.9147188,16.67176271,0.174195557,1.547956356,60.53455498,2.854255091,2.334252372,3.270761861,2842.139425,26368.586,-0.113010616,8.520564342,3.261316437,1.688289673,1.684148822,14.77492722,4.179082405,2.710247721,6.06155907,9.262461923,-4.408375866,9.082252557
0,28.68156269,0,1432.486634,1.871812102,4.579178289,3.497258345,33.93506041,3.111532315,3.222417324,4.542577852,8826.496634,24869.70791,0.056456585,12.89363738,2.656441673,2.747987056,0.317729447,4.751285617,1.752774408,1.571262661,8.667642151,9.220426403,5.015233226,12.88084415
0,25.3279452,0,248.8394772,32.84506284,1.925738919,3.328845705,114.3478402,1.872233216,1.193611922,2.822708093,6149.318507,17588.67897,9.048494935,14.83126464,2.931432028,4.737714357,1.264259356,9.084564111,2.18073206,3.490777894,6.227475734,4.088726511,-1.47245535,2.479771602
0,41.89543318,0,351.8323457,5.664726961,2.637639331,1.901730158,11.38514733,2.556827697,0.757975716,3.107927194,7619.878997,16311.36173,1.908073383,10.06366287,3.027674252,4.530871736,0.678073721,8.75940581,5.495124402,2.766049396,6.938104387,0.801207096,2.91763065,-2.566419508
0,32.89682644,0,1052.98078,7.306630424,2.989216777,0.679632293,103.7585623,2.84426529,1.167581015,0.334371389,11315.61225,13014.07403,0.094308099,21.87739893,3.693403494,3.422560665,0.444921685,9.746590381,4.744452476,2.744853741,15.34337846,-1.970191651,5.629050343,8.788189104
0,27.62077207,0,1483.733836,-4.935952406,3.210479526,3.718254843,66.72808259,2.900944808,3.264266061,5.140505281,8322.949662,21210.62286,1.513253599,10.49058386,2.876430496,5.750072762,2.80132758,20.48593272,2.646744286,2.826499705,2.886025088,3.194739591,3.986310146,-0.509393123
0,57.42305582,0,1156.759397,12.96688322,3.768821347,3.02602345,81.7845123,2.666452327,2.374951379,3.206860136,4368.734748,18737.81061,1.769682756,13.93414154,3.223582666,2.257426632,1.075273762,32.97329102,4.950766618,3.226316388,11.57081947,6.635540616,0.564745661,5.964529733
0,33.77069623,0,543.5962237,4.476532143,4.805804817,2.237580891,35.06582439,2.089175898,2.079425791,2.213507841,4570.169765,24909.15383,4.418186071,13.18488708,2.684912791,1.583785628,-1.546294241,15.16145495,2.170413134,2.82616136,15.26937185,23.18113524,-1.420034325,12.09208725
0,58.08478411,0,1156.98931,1.269192904,4.115916136,0.523370315,76.82632701,2.168892673,3.656525398,2.528556621,11424.67038,17415.51043,7.238317534,21.87820179,3.928248421,5.504959786,2.666195219,33.52475029,3.516084372,2.631933921,3.431144746,-2.956744354,1.316797486,0.901440944
0,30.35043728,0,862.6074023,7.900405282,3.654358747,2.571927345,86.51169548,2.827222625,0.118659594,1.757836751,-3215.43883,20850.73267,4.112195058,16.73876457,2.900169777,1.538333724,0.228767961,-8.769864762,3.738850355,2.85435663,-2.9847834,0.023532691,1.210143779,-1.426333876
0,47.22353184,0,872.5194426,13.25194078,-0.191792144,3.451372485,81.28042102,3.281515491,0.623742007,2.446504349,1018.250439,8041.341047,-0.293180632,14.10436947,3.310670752,1.786755259,0.490120551,8.05446271,1.584892098,2.901918216,7.769722398,1.325394143,0.368184792,0.241419578
0,38.56045939,0,292.2206823,2.09593434,2.226069562,3.059565199,55.21613264,2.844685719,2.112966788,4.743461741,1992.449365,23391.59062,-1.169891479,14.95219558,3.001168619,2.812794875,-0.096623631,12.62739873,4.823928268,2.633386198,6.208345197,11.84504999,9.693030244,6.370750358
0,28.77900755,0,632.2987364,18.58201845,3.198176767,1.89547831,60.39937414,3.071117301,2.267152277,4.229032825,13197.20689,13613.91786,0.29079895,11.77712186,3.669942797,3.056185651,1.564784798,2.481654517,-0.006678658,2.672076868,16.99835447,11.35878005,-0.167612335,9.008415626
0,35.52600404,0,572.5315058,-6.102468758,1.586314462,2.788256581,78.63429571,2.082249125,1.622269248,-0.014393527,3090.158601,19957.99042,0.99011163,8.783901634,2.726615674,4.040280621,-0.755487902,1.161272653,5.629243709,2.759063886,-1.683325489,2.892568557,1.629324407,-1.42075793
0,47.5186913,0,1298.904758,-4.31145193,0.132368413,1.911438205,26.47740817,2.346189548,4.972296913,0.767926955,19474.34935,942.5844833,3.133641752,13.19464706,2.693234492,3.117090601,0.365563138,13.83538658,3.066371851,3.560428543,19.24201961,4.558009902,2.92576636,11.04958882
0,57.97198761,0,141.8085731,0.671970699,3.956913396,1.929594155,100.0416547,1.466827653,1.082108,4.281451312,5078.216157,22984.05539,5.93184917,14.90297406,4.38380727,2.443052599,2.012277146,17.17190262,2.451422237,4.212999517,-2.128969502,-0.130494532,2.942575317,5.774125863
0,31.47678356,0,1572.721457,7.860835312,2.096995424,1.482012936,6.167086744,2.71956656,1.39987918,3.233948818,9553.575829,2182.217869,5.547789107,22.43967479,3.706703641,4.206892773,1.152304462,18.12358174,3.55212947,1.069739787,11.52209057,10.05531607,3.272925389,8.859519926
0,27.717073,0,915.5113724,2.08615195,2.752984477,2.893705133,65.86483332,3.207034709,2.771946066,4.091170746,3541.564051,8014.480009,0.645729338,21.57993848,4.207671783,3.296855968,-0.44203373,5.576682982,1.642884083,1.535129169,11.22919201,5.377618899,0.15002815,1.536536118
0,20.38702022,0,764.5838024,15.3466678,3.10605264,4.408148187,38.72167607,3.890341579,2.344674233,4.037267048,4543.632323,5331.936674,0.251885224,16.6346541,3.011854341,0.083527818,1.699975371,0.766831547,6.210318969,1.703988431,7.740641586,8.982637983,-6.315902572,8.330308661
0,54.4630863,0,691.4158223,22.92551472,2.447319754,1.398151505,99.04202256,0.713570859,4.132513904,0.71637211,11588.37152,17908.01066,0.806687658,18.4521767,3.057180268,2.655888398,1.877726005,33.34358906,1.809595408,2.724808612,11.49666203,8.504836473,-2.66494822,6.852085856
0,42.04285255,0,1315.724885,37.85102255,4.51316046,3.77439107,79.99021606,1.5807872,1.235764083,4.035758997,6940.185114,2925.211613,-0.323320305,8.097466219,3.174201576,4.981460453,1.865926918,8.355690905,2.518331826,3.104237158,13.42434483,1.213799845,0.461810398,2.700300233
0,37.09855377,0,1297.516141,6.721696973,1.69061221,2.135239274,96.31939964,1.484408717,3.527213217,2.128929167,8592.775061,7670.40229,0.636870667,6.420993193,2.695899137,-1.140353845,0.205250068,17.21420698,4.692368998,3.091356202,3.316595313,7.630869867,1.881807668,7.916356788
0,40.83654377,0,634.7075281,13.49632456,2.882148444,4.686406406,114.4989101,2.641728759,3.158089938,-0.141308293,13866.0893,11190.18581,7.627931902,12.37863485,3.828152436,2.020126216,0.032423018,32.43713828,2.743972937,2.831609617,10.90736727,3.89214818,6.852608391,8.636901749
0,29.94322008,0,1101.938964,7.096153729,2.511065466,3.393092085,94.53094236,3.944724371,0.512569587,1.199579382,9404.010848,18798.0501,1.477782634,12.10609166,3.158898507,4.603614924,2.64234734,14.04609345,1.345555752,3.49924997,-0.228743519,5.54980836,5.249761205,2.093733397
0,33.66904931,0,378.5483789,2.256515344,4.042590957,1.760207468,37.96119237,2.953097826,1.428651373,1.827735534,7023.197611,1572.309212,2.373902779,9.172753502,2.727073989,5.638236813,0.75912055,5.828587604,4.86160896,3.211245131,-6.943633522,5.451698395,1.337963583,4.690214429
0,33.53594869,0,818.9844283,1.142319994,2.080409931,3.60438053,81.55827005,2.987828011,1.48728152,1.232649295,13849.48697,16501.15504,0.351749697,10.4600491,2.921218288,4.361196353,1.267859691,7.012436378,3.414032803,2.127317721,3.5328762,5.264933895,3.301977577,0.220494634
0,30.3919879,0,52.62925647,9.841782766,4.719202889,3.44613551,75.29551284,1.154595569,0.550686395,2.788931737,7531.723622,27687.16871,4.130691348,17.24088303,2.774244006,4.143398741,2.268543181,0.58656974,1.378041913,2.183364157,5.270532677,-3.551463873,2.298378084,-0.53397526
0,26.10546698,0,364.7577419,9.098200296,0.550137671,2.390133517,93.1365462,4.03900175,1.533649498,0.622825407,2815.277656,23522.67763,8.847174716,17.02565233,3.005790472,2.531730815,-0.942476881,8.656962114,2.739443661,1.608134721,2.495748605,8.328830563,1.670703518,4.543418074
0,44.04953153,0,714.9688119,12.63560924,3.268322709,4.121398019,76.75387716,2.155460349,4.416528447,0.360097105,22807.9897,16206.19175,6.634789498,11.80457351,2.945165369,2.394757434,0.800878701,22.47637192,1.976888752,3.143964956,-3.937107619,3.603837491,5.318745267,2.857131638
0,49.65648948,0,567.1277713,4.193784295,2.353945639,4.097000588,57.44330783,2.932780706,3.669399545,-0.806180902,11499.43216,14999.76018,6.779065463,18.15482192,3.464182108,-0.489469844,1.326007351,10.64680899,0.444697244,2.180814407,9.967761775,1.27841564,2.291022943,2.994010883
0,38.65188498,0,1256.690766,2.952624413,5.201326635,2.113471751,98.31454811,3.262614814,1.277395464,0.622091422,8298.806072,16922.66197,-0.090839339,12.86266828,2.88910075,3.530554807,0.03235759,25.24406868,2.137503468,3.402747061,2.051172623,4.761828404,-0.594652829,3.040152508
0,23.28568613,0,1299.77273,11.01689288,4.196875484,3.473943281,98.09034864,3.048064282,1.309960541,-0.651211338,14229.59892,6289.476252,-0.530948719,9.72440269,3.089798926,3.495990855,-0.497961628,4.083085688,3.586577541,2.677977408,6.500069978,4.085282565,10.3288283,7.371992044
0,49.66298454,0,1366.260841,1.450235616,3.579898783,2.237675876,37.83319408,3.02162382,4.036477518,2.498488211,12107.29675,20299.03977,1.549090473,17.36424517,2.706446945,-0.643752457,0.39450116,22.71492972,1.08893411,3.539799827,6.615098497,10.45397954,-1.060439847,-4.270015297
0,36.84832145,0,1407.916156,1.961598224,2.381292308,3.441691443,86.58952998,2.489464302,1.077785208,2.85363486,2139.931791,18914.10415,7.668020548,18.66765008,2.921682597,3.440882782,1.520497175,4.281519432,6.801216238,2.607235527,12.87164121,-1.275015267,-0.252598264,-1.088461721
0,43.77034681,0,700.7722916,30.07389869,3.476333755,3.009744113,96.72148648,1.007420799,3.677282441,0.068810194,13389.77978,26124.36014,3.378612341,15.99184411,3.324060218,2.497881109,0.316974321,20.70948316,2.787421968,2.514511553,3.886185574,7.31569459,1.705305325,13.39920077
0,20.37641592,0,1049.410057,26.0768879,4.044764208,1.117581758,115.7029763,1.187842632,1.000022119,2.182177276,1642.139577,16613.80077,-3.765398594,15.22270233,3.168514413,1.718481117,0.482032303,7.55249968,2.438024396,4.074952235,6.115683,7.135506442,-3.936530319,0.631966908
0,50.09849458,0,461.0977425,30.28540098,2.755413237,2.862226181,51.04532328,2.67018747,3.475530382,3.53858251,21487.85218,14608.62063,4.265028565,11.53134697,3.466459679,3.910520069,0.69448986,30.37402244,0.632240418,2.782817199,1.272158814,2.726230975,2.110868149,-0.676496815
0,36.59177417,0,701.9924565,3.611517789,2.520397236,2.710690843,51.84257189,2.432719561,1.741039863,4.928205223,6411.458704,18337.43165,-0.131911903,22.83614539,4.077589347,3.686833691,1.394540525,-2.014409613,5.903907814,2.268186164,1.431355842,4.098102348,-1.22490072,3.502100243
0,50.21295705,0,221.5680579,11.09567367,4.820303992,1.12547983,47.23583205,1.825318902,3.036536655,3.070438588,5239.888432,5705.531883,1.816141659,13.12815184,2.965513255,3.742772772,0.095509758,27.6229133,4.011994749,2.838398257,21.34080757,5.43464516,8.632925061,17.59397311
0,38.14495772,0,1458.578128,7.669562176,4.218559058,3.8958906,37.56323575,2.889051917,0.570685349,3.538999808,1882.407012,14340.26359,3.32917465,15.60173279,3.070216896,2.81362705,0.72642163,17.06195164,4.47086544,0.287061003,5.114201483,5.18092276,1.719224071,4.345877468
0,44.08132624,0,948.3099918,13.75121512,3.584040762,3.277255662,107.5506842,3.750376427,5.113123598,3.139518668,16403.89786,4699.452622,4.176643079,8.773833737,2.85764796,3.931304776,0.747019412,17.47294508,1.701325199,4.022232777,7.375475685,-1.234621439,-0.540569969,1.647541893
0,36.115304,0,403.3672686,11.07896017,3.583466154,1.727811937,59.58186014,3.166455128,2.193033417,4.140019791,8417.624398,12063.9287,-1.346618756,10.56689713,2.631456465,2.544660202,-1.01213228,19.6097304,3.271148064,3.380371068,18.26640953,13.26915232,3.871755022,10.0261834
0,55.64103161,0,777.578161,10.03944351,2.000193363,0.220956308,91.10155138,2.260588422,3.266527868,3.654857188,13956.37366,21183.78049,8.627367258,12.88393948,3.111185076,4.063627638,1.202774655,33.58088309,4.980351255,3.618536095,9.149007301,-1.818472376,-0.766646162,4.220493702
0,17.92931487,0,1043.928247,13.57457093,2.873985508,4.560084464,51.60473389,2.835076323,2.345827829,4.853523392,7541.353114,9184.442143,3.290790941,11.51198087,2.767754309,0.761385446,0.552599017,11.15028755,3.524758104,3.045132712,4.420949952,4.904160333,-0.080622508,1.67409046
0,33.6488224,0,1044.683933,21.43754471,3.549868565,0.543757908,25.9836564,1.014395613,1.565050371,2.987707917,-449.714092,5336.625761,9.397803616,15.76308062,3.151943044,1.998297865,1.089947851,10.76349544,1.215221891,2.905884964,0.746969782,-2.191247491,2.227432134,3.835470618
0,30.96472766,0,1067.691054,6.325169161,4.013101741,2.42489793,50.80461985,1.955181289,0.270466055,2.026653496,8984.01464,20002.02113,7.146642398,14.02123791,3.287959472,4.185082713,0.240772395,11.4832926,3.287113517,3.265592857,-2.966276452,2.340783335,-1.053569241,2.273527582
0,44.11277834,0,440.2925236,-1.498426772,4.094405897,0.707313579,31.92692399,2.333455655,4.201130571,2.846794988,15329.67143,14769.29676,3.255147238,13.20519259,3.04276271,1.791692678,1.031224834,6.385613137,5.746448258,3.0341015,3.197901555,-1.001582529,3.246676566,3.006804528
0,41.61265126,0,1545.349797,-5.916488624,2.243749135,2.270390337,79.65452436,3.780211591,0.814064942,2.539609188,5356.767796,4928.206853,1.784906442,24.72915036,4.120472894,2.162480076,0.395310374,15.22413819,3.452316821,3.1536493,7.898171806,12.44011523,6.345224506,8.05326792
0,39.71019917,0,1551.440191,14.15452297,4.480673592,2.204139776,39.08046666,1.192314029,3.193049764,3.260726556,9262.731177,2770.830302,1.756133818,12.5444319,3.265337835,5.544093877,3.011578175,11.4997848,2.04158257,3.271710543,6.132871117,4.560794701,-3.009106756,4.791870564
0,40.4806226,0,1243.399862,27.55360936,2.823889653,1.670677696,100.8390727,1.889089575,1.016650357,3.699349797,-149.9571396,19227.51722,-0.848921121,18.243644,3.826803835,2.503523677,1.903104731,6.403718764,5.063113847,3.124994278,2.690234851,2.342491722,5.053647698,-1.932218875
0,30.09566909,0,1374.982882,-5.571779518,3.724957402,0.109434186,31.07372188,3.791119454,2.348915344,4.103663617,10871.76315,6452.306355,5.339326755,17.80126185,3.857157155,1.270059755,-0.44693559,15.75978473,2.00975175,2.469839211,14.43874816,9.58043865,3.747860894,-0.549289984
0,33.19656377,0,1261.182605,-0.991124431,3.574822821,0.90422989,46.53285844,3.195533753,3.016613228,3.683718015,2564.643906,2596.37117,6.886761467,11.05654935,3.446255725,2.634522082,-0.333456792,12.4735376,0.398487684,3.390271537,8.197930483,0.841280177,-3.434568224,0.753466676
0,36.68370269,0,1339.510547,31.21028287,3.006126178,4.212454473,78.54850806,3.409424048,1.837128199,2.339615157,4638.159215,2873.530999,4.767444789,8.082651436,3.344786512,2.120103451,1.337157545,0.511614673,-0.141681324,2.152904683,10.5190872,-0.567818819,-1.523817126,2.231709705
0,37.99396727,0,541.1375838,31.76252842,4.044500497,1.898690578,88.77159376,3.897921623,1.377581385,2.307194819,9400.683847,28292.61681,-0.425630815,11.77493462,3.535203649,2.169369368,0.742156249,9.849481576,3.031258395,3.372491543,16.81175043,12.11538696,5.411881704,4.854013231
